-257.263947,172.799133
-199.875732,220.867844
-145.356934,257.213623
-93.564072,282.422607
-44.360851,297.051636
2.382206,300.000000
46.788109,286.548767
88.973717,264.450623
129.050049,234.137878
167.122559,196.021271
203.291443,150.490997
237.651886,97.917725
270.294312,38.653618
301.304596,-26.966782
330.764374,-98.625656
358.751160,-176.021088
385.338623,-258.866241
400.000000,-300.000000
377.204590,-229.879303
355.548950,-172.584137
334.976074,-127.473236
315.431854,-93.937386
296.864838,-71.397827
279.226166,-59.304749
262.469452,-57.135826
246.550568,-64.394852
231.427628,-80.610428
217.060837,-105.334724
203.412384,-138.142303
190.446350,-178.628998
178.128616,-226.410858
166.426773,-281.123138
155.310013,-300.000000
144.749100,-253.999725
134.716232,-219.618958
125.185005,-196.276733
116.130341,-183.421112
107.528412,-180.527771
99.356575,-187.098602
91.593330,-202.660400
84.218246,-226.763611
77.211922,-258.981140
70.555908,-298.907318
64.232697,-300.000000
58.225647,-266.676941
52.518951,-244.339554
47.097588,-232.438538
41.947292,-230.452072
37.054512,-237.884430
32.406372,-254.264664
27.990639,-279.145386
23.795692,-300.000000
19.810493,-279.576538
16.024555,-269.493744
12.427914,-269.234589
9.011104,-278.307892
5.765134,-296.247040
2.681463,-300.000000
-0.248024,-285.528076
-3.031037,-281.099243
-5.674899,-286.211365
-8.186568,-300.000000
-10.572654,-296.525635
-12.839436,-300.000000
-14.992878,-300.000000
-17.038649,-300.000000
-18.982130,-300.000000
-20.828438,-300.000000
-22.582430,-300.000000
-24.248722,-300.000000
-25.831699,-300.000000
-27.335527,-300.000000
-28.764164,-300.000000
-30.121368,-300.000000
-31.410713,-300.000000
-32.635590,-300.000000
-33.799225,-300.000000
-34.904678,-300.000000
-35.954857,-300.000000
-36.952526,-300.000000
-37.900314,-300.000000
-38.800713,-300.000000
-39.656090,-300.000000
-40.468700,-300.000000
-41.240681,-300.000000
-41.974060,-300.000000
-42.670769,-300.000000
-43.332645,-300.000000
-43.961426,-300.000000
-44.558769,-300.000000
-45.126244,-300.000000
-45.665344,-300.000000
-46.177490,-300.000000
-46.664028,-300.000000
-47.126240,-300.000000
-47.565342,-300.000000
-47.982487,-300.000000
-48.378777,-300.000000
-48.755253,-300.000000
-49.112904,-300.000000
-49.452671,-300.000000
-49.775452,-300.000000
-50.082092,-300.000000
-50.373402,-300.000000
-50.650146,-300.000000
-50.913052,-300.000000
-51.162811,-300.000000
-51.400085,-300.000000
-51.625496,-300.000000
-51.839634,-300.000000
-52.043064,-300.000000
-52.236324,-300.000000
-52.419922,-300.000000
-52.594337,-300.000000
-52.760033,-300.000000
-52.917446,-300.000000
-53.066986,-300.000000
-53.209049,-300.000000
-53.344009,-300.000000
-53.472221,-300.000000
-53.594025,-300.000000
-53.709736,-300.000000
-53.819664,-300.000000
-53.924095,-300.000000
-54.023304,-300.000000
-54.117554,-300.000000
-54.207088,-300.000000
-54.292149,-300.000000
-54.372955,-300.000000
-54.449722,-300.000000
-54.522648,-300.000000
-54.591930,-300.000000
-54.657749,-300.000000
-54.720276,-300.000000
-54.779675,-300.000000
-54.836105,-300.000000
-54.889713,-300.000000
-54.940639,-300.000000
-54.989021,-300.000000
-55.034985,-300.000000
-55.078648,-300.000000
-55.120129,-300.000000
-55.159534,-300.000000
-55.196972,-300.000000
-55.232536,-300.000000
-55.266323,-300.000000
-55.298420,-300.000000
-55.328911,-300.000000
-55.357880,-300.000000
-55.385399,-300.000000
-55.411541,-300.000000
-55.436378,-300.000000
-55.459972,-300.000000
-55.482388,-300.000000
-55.503681,-300.000000
-55.523911,-300.000000
-55.543129,-300.000000
-55.561386,-300.000000
-55.578732,-300.000000
-55.595207,-300.000000
-55.610859,-300.000000
-55.625729,-300.000000
-55.639854,-300.000000
-55.653275,-300.000000
-55.666023,-300.000000
-55.678135,-300.000000
-55.689640,-300.000000
-55.700573,-300.000000
-55.710957,-300.000000
-55.720821,-300.000000
-55.730194,-300.000000
-55.739098,-300.000000
-55.747555,-300.000000
-55.755589,-300.000000
-55.763222,-300.000000
-55.770473,-300.000000
-55.777363,-300.000000
-55.783909,-300.000000
-55.790127,-300.000000
-55.796032,-300.000000
-55.801643,-300.000000
-55.806973,-300.000000
-55.812038,-300.000000
-55.816849,-300.000000
-55.821419,-300.000000
-55.825760,-300.000000
-55.829884,-300.000000
-55.833801,-300.000000
-55.837524,-300.000000
-55.841061,-300.000000
-55.844421,-300.000000
